a_walk,acor_1.rho,acor_2.rho,acor_3.rho,acor_1.phi,acor_2.phi,acor_3.phi,dos.min,dos.max,dos.mean,dos.std,fdc_cor,fn_cor,n_deg.min,n_deg.max,n_deg.mean,n_deg.std,n_walk.min,n_walk.max,n_walk.mean,n_walk.std
1.376,0.317552,0.130926,0.0573546,0.317552,0.0334604,0.00728668,0.0,4140430000.0,956163000.0,1655370000.0,0.121901,0.276713,4.0,39.0,16.446,5.36648,0.0,38.0,22.7296,6.10392
1.64875,0.286764,0.0802705,0.017968,0.286764,-0.00213874,-0.00488859,0.0,65.0,7.46875,4.48096,-0.0434205,0.220683,0.0,12.0,4.63875,2.12032,0.0,12.0,5.64711,1.85336
2.01,-0.00575544,-0.00579153,-0.00581693,-0.00575544,-0.00582484,-0.00588437,0.0,81.0,9.565,14.3404,0.098756,0.999918,0.0,16.0,7.48,3.30448,0.0,12.0,5.44597,1.94479
1.94687,0.562387,0.337522,0.247207,0.562387,0.031069,0.0670718,0.0,3316220000.0,404170000.0,1084870000.0,-0.0326287,0.398974,2.0,25.0,11.9375,5.26449,0.0,26.0,14.0636,3.99547
1.015,0.466628,0.176678,0.00319657,0.466628,-0.0524941,-0.075732,0.0,1302390000.0,205131000.0,474421000.0,0.0350802,0.427509,3.0,30.0,12.175,3.59574,0.0,18.0,9.15813,2.65848
1.336,0.281504,0.215089,0.167383,0.281504,0.147536,0.0824185,0.0,1932580000.0,419204000.0,730652000.0,0.0914343,0.28458,5.0,39.0,16.64,5.66802,0.0,35.0,21.7668,5.74517
1.6225,0.222522,0.124467,-0.007549,0.222522,0.0788553,-0.0535781,0.0,12.0,7.08,3.92729,-0.0155013,0.301593,0.0,9.0,4.5925,2.14917,0.0,12.0,5.63718,1.8664
2.0,0.165159,0.159521,0.129177,0.165159,0.135952,0.0879385,0.0,81.0,8.68,14.6597,0.0825024,0.389598,2.0,16.0,7.66,3.1866,0.0,14.0,6.92846,2.33614
1.975,0.424296,0.133782,0.0736179,0.424296,-0.0563975,0.0459802,0.0,3273860000.0,399006000.0,1071010000.0,-0.133073,0.571593,0.0,25.0,11.6062,5.16672,0.0,19.0,9.76125,2.89761
1.0475,0.585688,0.352771,0.190634,0.585688,0.0148265,-0.0328848,0.0,3630690000.0,612774000.0,1355390000.0,-0.0235918,0.443405,3.0,28.0,12.3925,3.77206,0.0,32.0,18.5628,5.0647
1.36,0.282786,0.106555,0.0649108,0.282786,0.028898,0.0298906,0.0,457061000.0,67149600.0,151042000.0,0.00866705,0.29024,4.0,40.0,16.704,5.38928,0.0,29.0,15.7414,4.17354
1.64,0.346744,0.0894235,0.00345418,0.346744,-0.035018,-0.0187738,0.0,65.0,6.1125,4.76837,0.00605669,0.43039,0.0,11.0,4.685,2.05324,0.0,12.0,5.62004,1.84612
2.115,0.0623122,0.0209058,-0.0134831,0.0623122,0.0170893,-0.0158947,0.0,81.0,6.98,11.7055,0.13054,-0.0362883,0.0,16.0,7.355,3.28313,0.0,15.0,6.96826,2.37784
1.93125,0.43209,0.218399,0.128768,0.43209,0.038974,0.0261521,0.0,2281020000.0,199595000.0,644537000.0,-0.0937391,0.560568,2.0,25.0,11.325,4.98002,0.0,21.0,10.9026,3.10512
0.9875,0.440717,0.224487,0.0831218,0.440717,0.0375489,-0.0356027,0.0,655224000.0,45805400.0,112864000.0,-0.0462239,0.307012,2.0,29.0,12.345,3.8485,0.0,18.0,9.04102,2.59712
1.366,0.377949,0.133077,0.112737,0.377949,-0.0113963,0.0772127,0.0,3308390000.0,778589000.0,1340980000.0,0.0881214,0.282844,5.0,38.0,16.562,5.04085,0.0,27.0,14.2275,3.85436
1.6125,0.453296,0.216884,0.121094,0.453296,0.0143565,0.0222637,0.0,65.0,5.8025,4.84675,0.0267424,0.377792,0.0,10.0,4.825,2.09806,0.0,8.0,3.7865,1.47658
1.95,-0.00535406,-0.00533423,-0.00175009,-0.00535406,-0.00536305,-0.00180762,0.0,21889.0,116.475,1543.46,0.1085,-0.0419796,0.0,16.0,7.515,3.10641,0.0,15.0,6.52935,2.31233
1.92188,0.431113,0.312195,0.222423,0.431113,0.155177,0.0526324,0.0,1834450000.0,240777000.0,619444000.0,-0.124613,0.362537,3.0,25.0,11.8313,4.79547,0.0,18.0,9.4442,2.81863
1.0325,0.50135,0.238782,0.157388,0.50135,-0.0167897,0.0588994,0.0,2670390000.0,217046000.0,502804000.0,-0.0341144,0.426764,2.0,30.0,12.4375,3.623,0.0,24.0,12.7449,3.44911
1.396,0.302737,0.200097,0.129537,0.302737,0.119389,0.0447279,0.0,1571490000.0,277949000.0,539407000.0,0.126121,0.285378,5.0,41.0,16.348,5.64331,0.0,41.0,22.1928,6.13036
1.6375,0.377256,0.188168,0.0565822,0.377256,0.0534541,-0.0359865,0.0,65.0,5.99625,4.80429,0.0496929,0.445595,0.0,10.0,4.70875,2.12283,0.0,12.0,5.58531,1.83005
2.105,0.178791,0.148585,-0.0207003,0.178791,0.120469,-0.068769,0.0,81.0,7.765,13.8441,0.00283168,0.128236,2.0,16.0,7.465,3.33298,0.0,8.0,3.72,1.50489
1.94687,0.230077,0.0693169,-0.0273592,0.230077,0.0172971,-0.0496537,0.0,3976780000.0,422538000.0,1225470000.0,-0.100471,0.424786,2.0,25.0,11.9094,5.16913,0.0,13.0,6.0074,2.06284
1.045,0.510997,0.299125,0.229642,0.510997,0.051438,0.0792049,0.0,1669700000.0,283855000.0,627192000.0,0.0149967,0.491229,0.0,30.0,12.0825,3.9504,0.0,25.0,13.853,3.81331
1.372,0.434747,0.277607,0.137942,0.434747,0.109251,-0.0212878,0.0,4175570000.0,1108730000.0,1789040000.0,0.117586,0.355959,3.0,38.0,16.31,5.33122,0.0,19.0,9.14956,2.6112
1.60375,0.169113,0.0995457,0.0428858,0.169113,0.0730351,0.0154516,0.0,65.0,5.47,5.57957,0.0101999,0.347653,0.0,12.0,4.6625,2.18829,0.0,4.0,1.85991,1.03479
2.035,0.338705,0.150831,0.109177,0.338705,0.0407889,0.0524533,0.0,22084.0,117.065,1557.24,0.137695,-0.0480606,0.0,16.0,7.7,3.41321,0.0,8.0,3.78876,1.52823
1.95312,0.494604,0.346743,0.135411,0.494604,0.135179,-0.107565,0.0,1955040000.0,232166000.0,632441000.0,-0.0699256,0.482752,2.0,25.0,11.7125,5.05456,0.0,12.0,5.66406,1.92584
1.055,0.495987,0.344142,0.269955,0.495987,0.130159,0.0767977,0.0,2563510000.0,384506000.0,910830000.0,0.0828962,0.477957,0.0,30.0,12.1775,3.79684,0.0,25.0,12.5659,3.4348
1.338,0.403788,0.183383,0.143233,0.403788,0.0242999,0.0731328,0.0,1984850000.0,256262000.0,645462000.0,0.0749613,0.417961,4.0,40.0,16.656,5.20016,0.0,37.0,22.4021,6.23111
1.24375,0.237099,0.039246,0.0501404,0.237099,-0.0179805,0.0476228,0.0,12.0,4.1625,3.34568,0.103181,0.217438,0.0,12.0,4.61875,2.09306,0.0,4.0,1.8676,1.03455
2.01,0.373243,0.214221,0.0546035,0.373243,0.0870354,-0.0595658,0.0,81.0,8.185,17.3546,0.0778508,0.460171,0.0,16.0,7.32,3.32078,0.0,13.0,6.46428,2.31791
1.94687,0.539893,0.39941,0.238672,0.539893,0.152327,-0.0380868,0.0,629765000.0,70853800.0,198991000.0,-0.117398,0.354916,3.0,25.0,11.0687,4.73368,0.0,18.0,9.59618,2.88239
1.0925,0.672205,0.509343,0.371187,0.672205,0.10487,-0.0106706,0.0,3047540000.0,425836000.0,958831000.0,0.0319325,0.522459,2.0,21.0,12.1725,3.34556,0.0,18.0,9.03025,2.67909
1.35,0.188381,0.151772,-0.0117969,0.188381,0.120563,-0.0627599,0.0,2476220000.0,397760000.0,859864000.0,0.116325,0.0868355,4.0,37.0,16.028,5.07141,0.0,24.0,12.893,3.41708
1.26625,0.258386,0.110416,0.0193723,0.258386,0.0467758,-0.0213806,0.0,65.0,3.86875,4.1242,0.0495739,0.250082,0.0,11.0,4.66,2.02717,0.0,0.0,0.0,0.0
2.1,0.111978,0.149598,0.111955,0.111978,0.1388,0.0846578,0.0,81.0,6.645,13.9161,0.235723,0.17722,0.0,16.0,7.49,3.2496,0.0,14.0,7.22687,2.33819
2.00312,0.405321,0.248528,0.122933,0.405321,0.100803,-0.0102805,0.0,3746050000.0,362903000.0,1108030000.0,-0.0733553,0.189826,2.0,25.0,12.2562,5.17657,0.0,19.0,9.82819,2.77508
1.0475,0.497087,0.29005,0.15322,0.497087,0.057051,-0.0147825,0.0,4028730000.0,700846000.0,1521690000.0,-0.0570115,0.407411,3.0,32.0,12.45,3.99093,0.0,31.0,17.545,4.94802
1.348,0.249792,0.144016,0.0919487,0.249792,0.0870518,0.0401521,0.0,805542000.0,109735000.0,273750000.0,0.0862141,0.295705,4.0,39.0,16.35,5.23407,0.0,30.0,16.3633,4.38763
1.44375,0.235892,0.0426151,0.0475223,0.235892,-0.0137977,0.0429855,0.0,65.0,4.045,4.15367,0.139216,0.108896,0.0,9.0,4.62125,2.14541,0.0,8.0,3.75186,1.47804
1.625,0.241955,0.279749,0.197809,0.241955,0.234962,0.100255,0.0,81.0,5.145,12.6805,0.190006,0.379055,0.0,16.0,7.705,3.32535,0.0,12.0,5.63552,1.97156
1.975,0.437489,0.225819,0.154637,0.437489,0.0425705,0.0513237,0.0,1195250000.0,130735000.0,373048000.0,-0.146468,0.357873,3.0,25.0,12.5437,5.37453,0.0,24.0,13.3908,4.06578
1.0975,0.528838,0.287953,0.154404,0.528838,0.0114998,-0.00306388,0.0,3751030000.0,228894000.0,511973000.0,-0.0651729,0.36528,3.0,32.0,12.4025,3.75306,0.0,33.0,18.3673,5.33109
1.314,0.144743,0.0280916,0.124727,0.144743,0.00729395,0.122201,0.0,3293170000.0,499823000.0,1123550000.0,0.0354326,0.0803978,2.0,37.0,16.046,5.09626,0.0,38.0,22.6008,6.41273
1.46,0.191024,0.130071,0.0413797,0.191024,0.0971252,0.000411768,0.0,12.0,3.305,2.30097,0.111892,0.257563,0.0,11.0,4.5975,2.16171,0.0,12.0,5.63574,1.84698
1.675,0.0553358,0.00151172,-0.0148398,0.0553358,-0.00155509,-0.0148831,0.0,81.0,7.86,17.2798,0.13732,0.274946,0.0,16.0,6.84,3.34431,0.0,4.0,1.85612,1.02903
2.0,0.435824,0.193641,0.00500367,0.435824,0.00456542,-0.0999879,0.0,471381000.0,48616500.0,143355000.0,-0.116853,0.222292,2.0,25.0,11.6219,5.21214,0.0,24.0,14.0764,4.0405
1.045,0.49123,0.283391,0.186973,0.49123,0.0554694,0.0373324,0.0,1080030000.0,189459000.0,406614000.0,0.0720055,0.456647,2.0,30.0,12.675,4.05332,0.0,16.0,7.27788,2.22323
1.372,0.463869,0.303167,0.126523,0.463869,0.112118,-0.0649682,0.0,3965420000.0,651707000.0,1265860000.0,0.0424022,0.246027,5.0,37.0,16.052,4.56479,0.0,27.0,14.3835,3.80717
1.7475,0.168962,0.0615982,0.0133729,0.168962,0.0340212,-0.00250332,0.0,65.0,7.9225,2.98982,-0.0952502,0.14876,0.0,9.0,4.45,2.1006,0.0,4.0,1.87136,1.03622
2.06,0.39407,0.107924,0.20592,0.39407,-0.0560752,0.217448,0.0,81.0,12.44,16.859,0.105132,0.260014,0.0,14.0,6.335,2.64816,0.0,15.0,7.30876,2.36967
1.95312,0.459706,0.272165,0.172595,0.459706,0.0771375,0.0276404,0.0,3741470000.0,409228000.0,1167750000.0,-0.113587,0.441619,0.0,23.0,10.7562,4.15368,0.0,24.0,13.965,4.22164
1.02,0.525841,0.351481,0.249043,0.525841,0.103625,0.0403538,0.0,2866600000.0,304910000.0,735270000.0,-0.00858515,0.457079,4.0,30.0,12.31,3.5141,0.0,33.0,18.2858,5.15273
1.378,0.387591,0.192525,0.179906,0.387591,0.0497757,0.105828,0.0,3511230000.0,842513000.0,1390570000.0,0.0581759,0.191598,3.0,38.0,16.152,5.24451,0.0,38.0,22.5942,6.26476
1.79625,0.388406,0.209385,0.116169,0.388406,0.0689234,0.0161848,0.0,65.0,8.0275,3.59677,-0.0687433,0.364338,0.0,9.0,4.5225,2.13002,0.0,4.0,1.863,1.03315
1.975,0.302589,0.000829275,0.0157087,0.302589,-0.0998757,0.0507618,0.0,81.0,11.575,15.4617,0.0926387,0.362313,0.0,15.0,6.125,2.50187,0.0,8.0,3.66527,1.52126
1.83125,0.421102,0.233714,0.125503,0.421102,0.0685403,0.00606766,0.0,3557840000.0,344670000.0,1052360000.0,0.0160044,0.507904,2.0,23.0,11.4625,4.54338,0.0,28.0,14.2041,4.04447
1.01,0.432904,0.283292,0.171362,0.432904,0.118,0.0151166,0.0,2355200000.0,341510000.0,829267000.0,0.0022787,0.474996,2.0,27.0,12.04,3.50905,0.0,27.0,14.338,3.79275
1.344,0.20074,0.157863,0.00211066,0.20074,0.122503,-0.053198,0.0,2924850000.0,557946000.0,1007830000.0,0.0925397,0.250191,2.0,39.0,16.054,5.01588,0.0,18.0,9.17169,2.61286
1.825,0.402643,0.164087,0.119904,0.402643,0.00234528,0.06331,0.0,65.0,8.0275,3.51237,-0.0628496,0.551097,0.0,9.0,4.51875,2.14468,0.0,8.0,3.77262,1.48112
1.965,0.354164,-0.00582354,-0.021623,0.354164,-0.15008,0.0396576,0.0,81.0,11.33,14.611,0.170525,-0.00568925,0.0,12.0,6.16,2.41131,0.0,12.0,5.45403,2.0006
1.92188,0.454816,0.300755,0.165741,0.454816,0.118387,-0.0111218,0.0,964502000.0,120567000.0,318977000.0,0.00725437,0.380137,2.0,24.0,10.8812,4.35441,0.0,18.0,9.10222,2.76513
1.055,0.535704,0.321693,0.228645,0.535704,0.0486857,0.0542943,0.0,4248110000.0,636076000.0,1369630000.0,0.0480192,0.392163,2.0,29.0,12.5275,3.69178,0.0,32.0,17.9538,4.73713
1.344,0.313216,0.108697,0.0991194,0.313216,0.0117448,0.0685262,0.0,355751000.0,48483400.0,120885000.0,0.0469267,0.127863,4.0,38.0,16.522,5.27499,0.0,29.0,16.3243,4.18495
1.825,0.129155,0.0557383,0.0347396,0.129155,0.0397199,0.0231182,0.0,12.0,7.83125,1.96157,-0.154194,0.157613,0.0,9.0,4.58125,2.04044,0.0,4.0,1.87217,1.03347
1.995,0.254558,0.0284323,0.0395287,0.254558,-0.0388876,0.0448805,0.0,81.0,12.92,17.5147,0.0913537,0.192489,0.0,12.0,6.37,2.59289,0.0,11.0,5.40179,1.84341
2.0125,0.426004,0.378367,0.2766,0.426004,0.240541,0.067061,0.0,1139560000.0,142450000.0,376873000.0,-0.0918137,0.207015,2.0,23.0,10.9219,4.17322,0.0,16.0,7.34174,2.36338
1.0325,0.475855,0.265446,0.129633,0.475855,0.050427,-0.0185426,0.0,3289970000.0,491804000.0,1170950000.0,0.0277693,0.522997,2.0,27.0,12.24,3.64793,0.0,24.0,13.1085,3.58714
1.4,0.317839,0.280911,0.173932,0.317839,0.200104,0.0450912,0.0,3139690000.0,555348000.0,1125940000.0,0.0533788,0.331606,2.0,33.0,16.262,4.96481,0.0,29.0,17.1049,4.62663
1.8225,0.257167,0.0290011,0.035517,0.257167,-0.0397634,0.0407429,0.0,65.0,8.045,4.05592,0.0293236,0.40925,0.0,9.0,4.555,2.18105,0.0,4.0,1.87421,1.0326
2.045,0.307936,0.0281127,0.0182017,0.307936,-0.0737008,0.0351032,0.0,81.0,10.51,11.6769,0.0460244,-0.0541928,0.0,14.0,6.215,2.58627,0.0,15.0,7.30239,2.43276
1.93125,0.457283,0.281833,0.195454,0.457283,0.0919533,0.0463895,0.0,2793090000.0,340413000.0,913734000.0,0.0844423,0.310078,2.0,23.0,10.7375,4.09266,0.0,24.0,13.0789,3.90738
1.02,0.583999,0.378738,0.199728,0.583999,0.0571867,-0.0642574,0.0,4228060000.0,804611000.0,1650200000.0,-0.023803,0.434691,2.0,27.0,12.255,3.6851,0.0,21.0,10.7422,3.06631
1.388,0.423211,0.273111,0.158608,0.423211,0.114514,0.00962388,0.0,4053330000.0,1034760000.0,1737560000.0,0.102101,0.387335,4.0,39.0,16.506,5.51235,0.0,19.0,8.79181,2.58775
1.745,0.1648,-0.00613622,0.0553918,0.1648,-0.0342248,0.0638858,0.0,65.0,7.92125,2.94534,-0.0208152,0.365847,0.0,9.0,4.38625,2.15512,0.0,8.0,3.75625,1.47669
2.045,0.0144448,-0.0388002,-0.0603582,0.0144448,-0.039017,-0.059315,0.0,22097.0,122.735,1557.79,0.170994,0.155015,0.0,11.0,6.41,2.56942,0.0,12.0,5.50498,1.9693
2.0625,0.509568,0.325087,0.197075,0.509568,0.0883752,0.00139961,0.0,3888150000.0,486023000.0,1285880000.0,-0.151911,0.559904,2.0,23.0,10.7656,4.10313,0.0,29.0,14.3731,4.3053
1.0175,0.547066,0.362898,0.296643,0.547066,0.090787,0.0956494,0.0,2001850000.0,151805000.0,331826000.0,0.0188895,0.404632,3.0,26.0,12.47,3.71942,0.0,12.0,5.5107,1.87244
1.338,0.248505,0.253661,0.149721,0.248505,0.204537,0.0542267,0.0,1591870000.0,227491000.0,529973000.0,0.0190509,0.148915,2.0,36.0,16.898,5.27936,0.0,24.0,12.7482,3.35245
1.79625,0.23913,0.0481361,0.0545148,0.23913,-0.00959557,0.0479333,0.0,12.0,7.7425,2.09909,-0.159318,0.312457,0.0,9.0,4.49125,2.17886,0.0,8.0,3.77767,1.48085
2.035,0.16972,0.0621377,0.046272,0.16972,0.0343214,0.0311972,0.0,81.0,11.105,14.6483,0.0277105,-0.00177339,0.0,13.0,6.305,2.42115,0.0,12.0,5.60458,1.9069
1.92188,0.345849,0.189318,0.107563,0.345849,0.0791768,0.0227328,0.0,1304240000.0,134504000.0,396645000.0,-0.102772,0.518548,0.0,25.0,11.3031,4.4594,0.0,27.0,14.1736,4.06207
1.04,0.55355,0.320142,0.147615,0.55355,0.0197877,-0.0534342,0.0,2018780000.0,294550000.0,707309000.0,-0.0233249,0.478612,3.0,27.0,12.65,3.78979,0.0,34.0,18.2665,5.15464
1.356,0.339763,0.149743,0.109198,0.339763,0.038781,0.0533468,0.0,2559090000.0,568076000.0,1016410000.0,0.0706765,0.272482,6.0,38.0,16.586,5.49751,0.0,39.0,22.5497,6.40413
1.31625,0.00158652,0.0419684,0.0371523,0.00158652,0.041966,0.0370873,3.0,14.0,7.9775,2.0315,0.00675693,0.0332793,0.0,2.0,0.56,0.641405,0.0,0.0,0.0,0.0
1.26,0.0449937,-0.0913951,-0.0454177,0.0449937,-0.093609,-0.0371084,3.0,16.0,9.825,2.17126,-0.161518,0.160088,0.0,2.0,0.51,0.61636,0.0,0.0,0.0,0.0
2.35938,0.485551,0.242055,0.189505,0.485551,0.00823767,0.0902175,5.0,22.0,15.8219,2.81783,-0.0271072,0.485982,0.0,4.0,1.24375,0.885627,0.0,0.0,0.0,0.0
2.4925,0.467781,0.246543,0.108621,0.467781,0.0354901,-0.0246286,11.0,30.0,19.8875,3.10159,0.0362809,0.551825,0.0,3.0,0.8725,0.810089,0.0,1.0,0.501247,0.499998
3.13,0.631944,0.387538,0.240115,0.631944,-0.0196706,0.00470756,15.0,36.0,24.874,3.34935,-0.060921,0.624066,0.0,4.0,1.288,0.942898,0.0,2.0,1.00156,0.706399
1.26875,0.0394079,0.12965,0.102411,0.0394079,0.128296,0.0946026,0.0,65.0,7.965,4.17867,-0.0193338,-0.00510982,0.0,2.0,0.49125,0.591543,0.0,0.0,0.0,0.0
1.06,-0.0961769,0.231694,-0.0630222,-0.0961769,0.224521,-0.0256674,0.0,81.0,10.9,14.718,0.124521,-0.0292147,0.0,2.0,0.41,0.55848,0.0,0.0,0.0,0.0
1.35312,-0.109865,0.18828,0.0167954,-0.109865,0.178362,0.0558149,0.0,124191000.0,14752800.0,40173200.0,-0.0537911,-0.107706,0.0,4.0,1.35,0.988686,0.0,28.0,14.8153,4.53597
0.9375,-0.351045,0.32148,-0.195128,-0.351045,0.226112,-0.0341559,0.0,2063020000.0,161204000.0,347452000.0,0.111605,-0.250692,0.0,5.0,0.9325,0.829424,0.0,31.0,17.483,5.05456
1.312,-0.38915,0.331744,-0.212036,-0.38915,0.212485,-0.0341636,0.0,3111810000.0,633231000.0,1103220000.0,0.00155198,-0.197223,0.0,28.0,3.784,6.09962,0.0,36.0,22.3582,6.01784
1.24625,0.0287255,-0.00223385,0.0809285,0.0287255,-0.00306153,0.0811486,0.0,65.0,7.41375,4.63358,0.138708,-0.00238077,0.0,2.0,0.5375,0.602987,0.0,1.0,0.500624,0.5
1.08,-0.00502535,-0.00505075,-0.00507638,-0.00502535,-0.00507613,-0.00512767,0.0,21949.0,119.3,1547.5,0.212007,0.00617554,0.0,2.0,0.505,0.599979,0.0,0.0,0.0,0.0
1.36563,-0.1825,0.302874,-0.144284,-0.1825,0.278856,-0.0600462,0.0,1078590000.0,124716000.0,344903000.0,-0.0631446,-0.0876892,0.0,4.0,1.40312,0.92702,0.0,26.0,14.4095,4.08283
0.98,-0.503785,0.48294,-0.285338,-0.503785,0.307076,0.0561511,0.0,3462120000.0,525284000.0,1238660000.0,-0.0219764,-0.457346,0.0,5.0,0.9825,0.852757,0.0,3.0,1.49888,0.865175
1.332,-0.371237,0.301175,-0.221452,-0.371237,0.18947,-0.0727729,0.0,1845510000.0,198986000.0,567010000.0,0.0605687,-0.22458,0.0,28.0,3.896,6.17683,0.0,1.0,0.500998,0.499999
1.09,-0.0163278,0.12967,-0.0637378,-0.0163278,0.129438,-0.0608161,0.0,65.0,8.15125,3.37615,-0.0229545,-0.114518,0.0,2.0,0.53875,0.629284,0.0,1.0,0.500624,0.5
0.98,-0.163052,0.239029,-0.0675271,-0.163052,0.218246,-0.0015896,0.0,81.0,9.88,14.2936,-0.0879061,0.0224674,0.0,2.0,0.66,0.578273,0.0,10.0,5.59443,1.91524
1.50313,-0.118064,0.271689,-0.0630346,-0.118064,0.261393,-0.00923211,0.0,1782740000.0,183849000.0,542167000.0,-0.0259216,-0.0661127,0.0,4.0,1.5125,1.04873,0.0,27.0,14.366,4.29002
0.945,-0.43717,0.356816,-0.261776,-0.43717,0.204849,-0.0621822,0.0,2026080000.0,110486000.0,283496000.0,0.0139777,-0.306461,0.0,12.0,1.0625,1.04336,0.0,33.0,18.9446,5.24008
1.328,-0.349991,0.368534,-0.23727,-0.349991,0.280386,-0.0572888,0.0,2291520000.0,428862000.0,782704000.0,0.0569804,-0.238945,0.0,27.0,3.518,5.58585,0.0,38.0,22.6439,5.96728
1.07125,-0.0851138,0.104345,-0.0522897,-0.0851138,0.0978091,-0.0365644,0.0,65.0,7.38125,4.52862,0.0500403,-0.142542,0.0,2.0,0.585,0.636612,0.0,1.0,0.500624,0.5
0.95,-0.111489,0.142438,-0.0487669,-0.111489,0.131645,-0.0209182,0.0,81.0,8.545,11.2724,0.117082,-0.0740797,0.0,2.0,0.585,0.576867,0.0,1.0,0.502488,0.499994
1.46875,-0.160278,0.319316,-0.0583183,-0.160278,0.301369,0.0290578,0.0,1687040000.0,237244000.0,586473000.0,-0.0416975,-0.102195,0.0,4.0,1.6125,1.07231,0.0,2.0,1.00097,0.706004
0.905,-0.593579,0.53454,-0.373316,-0.593579,0.281325,0.0363878,0.0,2489170000.0,395947000.0,907496000.0,0.0526242,-0.472073,0.0,11.0,1.06,1.03508,0.0,1.0,0.501247,0.499998
1.314,-0.29797,0.125516,-0.111387,-0.29797,0.0403084,-0.0697829,0.0,3767760000.0,678987000.0,1300940000.0,0.0719128,-0.17351,0.0,24.0,3.268,5.30096,0.0,36.0,22.285,5.86113
0.92,-0.261807,0.175171,-0.146313,-0.261807,0.114474,-0.0823847,0.0,65.0,7.06125,4.44663,-0.0798752,-0.251397,0.0,2.0,0.5475,0.630669,0.0,1.0,0.500624,0.5
0.93,-0.279606,0.160435,-0.182441,-0.279606,0.089232,-0.127543,0.0,81.0,8.24,13.7631,-0.0230092,-0.167857,0.0,2.0,0.61,0.545802,0.0,1.0,0.502488,0.499994
1.38437,-0.173596,0.327103,-0.0561711,-0.173596,0.306195,0.0413908,0.0,1120820000.0,129600000.0,358407000.0,-0.106983,-0.126908,0.0,4.0,1.51562,1.01846,0.0,2.0,0.998832,0.706004
0.9275,-0.545004,0.466684,-0.365001,-0.545004,0.24134,-0.0611892,0.0,1638540000.0,302481000.0,634998000.0,-0.0177881,-0.443421,0.0,6.0,0.9825,0.906749,0.0,29.0,17.8767,4.78384
1.314,-0.39859,0.367246,-0.276329,-0.39859,0.24773,-0.0854566,0.0,3883320000.0,936798000.0,1540430000.0,0.0638914,-0.28761,0.0,27.0,3.066,5.204,0.0,37.0,21.8265,5.94356
0.93875,-0.590492,0.474873,-0.35723,-0.590492,0.193748,-0.0267099,0.0,65.0,6.06375,5.26424,0.0696717,-0.457183,0.0,2.0,0.56875,0.632672,0.0,0.0,0.0,0.0
0.945,-0.222609,0.231253,-0.165872,-0.222609,0.191172,-0.0891959,0.0,81.0,8.755,15.5841,0.0487998,0.0049632,0.0,2.0,0.67,0.592537,0.0,1.0,0.502488,0.499994
1.38437,-0.0901275,0.172739,-0.0140418,-0.0901275,0.165964,0.0144117,0.0,3895450000.0,316510000.0,1064310000.0,-0.0894992,-0.0523656,0.0,4.0,1.60938,1.08134,0.0,2.0,0.996768,0.705997
0.93,-0.500962,0.442874,-0.364868,-0.500962,0.256211,-0.102158,0.0,3114720000.0,428279000.0,1072630000.0,0.00468997,-0.301133,0.0,4.0,1.04,0.841665,0.0,1.0,0.501247,0.499998
1.316,-0.342179,0.269599,-0.216372,-0.342179,0.172738,-0.0945045,0.0,3850930000.0,915539000.0,1529720000.0,-0.000487846,-0.327848,0.0,28.0,3.622,6.02454,0.0,37.0,22.8193,6.03643
0.905,-0.690311,0.514035,-0.407679,-0.690311,0.0716472,-0.055301,0.0,65.0,5.71375,5.2763,0.019585,-0.511891,0.0,2.0,0.55125,0.616339,0.0,1.0,0.500624,0.5
0.97,-0.248577,0.448308,-0.170992,-0.248577,0.411973,-0.00392219,0.0,81.0,7.44,13.8736,0.12102,-0.179733,0.0,2.0,0.615,0.544771,0.0,1.0,0.502488,0.499994
1.40312,-0.184487,0.334549,-0.123746,-0.184487,0.311102,-0.0273167,0.0,3316720000.0,352407000.0,1022070000.0,-0.0989192,-0.142931,0.0,4.0,1.56875,0.981847,0.0,1.0,0.501558,0.499998
0.9375,-0.486833,0.432416,-0.295979,-0.486833,0.256109,-0.0206145,0.0,704254000.0,112686000.0,258181000.0,-0.0210469,-0.236381,0.0,4.0,1.08,0.890842,0.0,3.0,1.49848,0.86503
1.34,-0.227565,0.219569,-0.119015,-0.227565,0.176946,-0.0409604,0.0,1001390000.0,188542000.0,342913000.0,0.0221268,-0.24433,0.0,27.0,3.688,5.98387,0.0,36.0,20.1414,5.43036
0.935,-0.504445,0.407904,-0.3026,-0.504445,0.20581,-0.049532,0.0,65.0,5.66875,5.21455,0.0846078,-0.52911,0.0,2.0,0.5525,0.632253,0.0,0.0,0.0,0.0
0.98,-0.214166,0.224435,-0.157577,-0.214166,0.187153,-0.0851783,0.0,81.0,6.73,11.7319,0.153128,-0.227741,0.0,2.0,0.65,0.61441,0.0,1.0,0.502488,0.499994
1.43437,-0.189293,0.168673,-0.191287,-0.189293,0.137778,-0.145557,0.0,987272000.0,123413000.0,326508000.0,-0.0770939,-0.00725164,0.0,4.0,1.55625,1.06505,0.0,1.0,0.501558,0.499998
0.9525,-0.535826,0.485908,-0.423543,-0.535826,0.278863,-0.131362,0.0,4291940000.0,606023000.0,1490720000.0,0.0538103,-0.418094,0.0,4.0,1.0425,0.872178,0.0,32.0,18.6167,5.23265
1.308,-0.371788,0.36281,-0.183902,-0.371788,0.260607,0.0158404,0.0,4105780000.0,849062000.0,1433430000.0,0.05122,-0.280531,0.0,24.0,3.48,5.53801,0.0,0.0,0.0,0.0
